,Ano,Unidade da Federação,Categorias de doenças,Internações relacionadas a saneamento inadequado (a cada 100 mil)
1244,,,Geo-helmintos e teníases,2.7
1245,,Tocantins,De transmissão feco-oral,204.9
1246,,,Tansmitidas por inseto vetor,68.1
1247,,,Transmitidas através do contato com a água,0.2
1248,,,Relacionadas com a higiene,0.3
1249,,,Geo-helmintos e teníases,0.8
1250,,Maranhão,De transmissão feco-oral,684.8
1251,,,Tansmitidas por inseto vetor,46.6
1252,,,Transmitidas através do contato com a água,0.3
1253,,,Relacionadas com a higiene,0.4
1254,,,Geo-helmintos e teníases,1.0
1255,,Piauí,De transmissão feco-oral,534.4
1256,,,Tansmitidas por inseto vetor,57.9
1257,,,Transmitidas através do contato com a água,0.0
1258,,,Relacionadas com a higiene,1.1
1259,,,Geo-helmintos e teníases,0.8
1260,,Ceará,De transmissão feco-oral,186.4
1261,,,Tansmitidas por inseto vetor,44.1
1262,,,Transmitidas através do contato com a água,0.5
1263,,,Relacionadas com a higiene,0.1
1264,,,Geo-helmintos e teníases,1.1
1265,,Rio Grande do Norte,De transmissão feco-oral,183.8
1266,,,Tansmitidas por inseto vetor,39.2
1267,,,Transmitidas através do contato com a água,0.4
1268,,,Relacionadas com a higiene,0.1
1269,,,Geo-helmintos e teníases,0.2
1270,,Paraíba,De transmissão feco-oral,247.4
1271,,,Tansmitidas por inseto vetor,28.3
1272,,,Transmitidas através do contato com a água,0.3
1273,,,Relacionadas com a higiene,0.1
1274,,,Geo-helmintos e teníases,0.1
1275,,Pernambuco,De transmissão feco-oral,118.6
1276,,,Tansmitidas por inseto vetor,10.0
1277,,,Transmitidas através do contato com a água,2.3
1278,,,Relacionadas com a higiene,0.2
1279,,,Geo-helmintos e teníases,0.4
1280,,Alagoas,De transmissão feco-oral,193.7
1281,,,Tansmitidas por inseto vetor,20.6
1282,,,Transmitidas através do contato com a água,1.2
1283,,,Relacionadas com a higiene,0.1
1284,,,Geo-helmintos e teníases,0.2
1285,,Sergipe,De transmissão feco-oral,70.7
1286,,,Tansmitidas por inseto vetor,10.9
1287,,,Transmitidas através do contato com a água,1.2
1288,,,Relacionadas com a higiene,1.0
1289,,,Geo-helmintos e teníases,0.4
1290,,Bahia,De transmissão feco-oral,261.3
1291,,,Tansmitidas por inseto vetor,24.5
1292,,,Transmitidas através do contato com a água,0.8
1293,,,Relacionadas com a higiene,0.1
1294,,,Geo-helmintos e teníases,0.4
1295,,Minas Gerais,De transmissão feco-oral,102.5
1296,,,Tansmitidas por inseto vetor,13.0
1297,,,Transmitidas através do contato com a água,0.6
1298,,,Relacionadas com a higiene,0.1
1299,,,Geo-helmintos e teníases,0.3
1300,,Espírito Santo,De transmissão feco-oral,134.4
1301,,,Tansmitidas por inseto vetor,22.0
1302,,,Transmitidas através do contato com a água,1.6
1303,,,Relacionadas com a higiene,0.1
1304,,,Geo-helmintos e teníases,0.3
1305,,Rio de Janeiro,De transmissão feco-oral,35.8
1306,,,Tansmitidas por inseto vetor,3.8
1307,,,Transmitidas através do contato com a água,0.5
1308,,,Relacionadas com a higiene,0.1
1309,,,Geo-helmintos e teníases,0.4
1310,,São Paulo,De transmissão feco-oral,48.0
1311,,,Tansmitidas por inseto vetor,10.7
1312,,,Transmitidas através do contato com a água,0.8
1313,,,Relacionadas com a higiene,0.1
1314,,,Geo-helmintos e teníases,0.4
1315,,Paraná,De transmissão feco-oral,140.0
1316,,,Tansmitidas por inseto vetor,17.2
1317,,,Transmitidas através do contato com a água,0.9
1318,,,Relacionadas com a higiene,0.1
1319,,,Geo-helmintos e teníases,0.3
1320,,Santa Catarina,De transmissão feco-oral,99.5
1321,,,Tansmitidas por inseto vetor,0.7
1322,,,Transmitidas através do contato com a água,3.4
1323,,,Relacionadas com a higiene,0.1
1324,,,Geo-helmintos e teníases,0.3
1325,,Rio Grande do Sul,De transmissão feco-oral,101.0
1326,,,Tansmitidas por inseto vetor,0.6
1327,,,Transmitidas através do contato com a água,3.7
1328,,,Relacionadas com a higiene,0.2
1329,,,Geo-helmintos e teníases,0.6
1330,,Mato Grosso do Sul,De transmissão feco-oral,130.6
1331,,,Tansmitidas por inseto vetor,19.7
1332,,,Transmitidas através do contato com a água,0.1
1333,,,Relacionadas com a higiene,0.1
1334,,,Geo-helmintos e teníases,0.2
1335,,Mato Grosso,De transmissão feco-oral,171.8
1336,,,Tansmitidas por inseto vetor,18.9
1337,,,Transmitidas através do contato com a água,0.1
1338,,,Relacionadas com a higiene,0.1
1339,,,Geo-helmintos e teníases,0.3
1340,,Goiás,De transmissão feco-oral,179.7
1341,,,Tansmitidas por inseto vetor,90.1
1342,,,Transmitidas através do contato com a água,0.0
1343,,,Relacionadas com a higiene,0.0
1344,,,Geo-helmintos e teníases,0.2
1345,,Distrito Federal,De transmissão feco-oral,44.7
1346,,,Tansmitidas por inseto vetor,23.2
1347,,,Transmitidas através do contato com a água,0.5
1348,,,Relacionadas com a higiene,0.2
1349,,,Geo-helmintos e teníases,0.4
1350,2015.0,Rondônia,De transmissão feco-oral,196.0
1351,,,Tansmitidas por inseto vetor,90.8
1352,,,Transmitidas através do contato com a água,1.4
1353,,,Relacionadas com a higiene,0.4
1354,,,Geo-helmintos e teníases,0.7
1355,,Acre,De transmissão feco-oral,187.9
1356,,,Tansmitidas por inseto vetor,103.3
1357,,,Transmitidas através do contato com a água,8.3
1358,,,Relacionadas com a higiene,0.1
1359,,,Geo-helmintos e teníases,0.4
1360,,Amazonas,De transmissão feco-oral,115.0
1361,,,Tansmitidas por inseto vetor,19.4
1362,,,Transmitidas através do contato com a água,1.3
1363,,,Relacionadas com a higiene,0.1
1364,,,Geo-helmintos e teníases,0.5
1365,,Roraima,De transmissão feco-oral,104.8
1366,,,Tansmitidas por inseto vetor,73.6
1367,,,Transmitidas através do contato com a água,0.0
1368,,,Relacionadas com a higiene,0.2
1369,,,Geo-helmintos e teníases,0.6
1370,,Pará,De transmissão feco-oral,398.9
1371,,,Tansmitidas por inseto vetor,32.9
1372,,,Transmitidas através do contato com a água,1.2
1373,,,Relacionadas com a higiene,0.4
1374,,,Geo-helmintos e teníases,0.5
1375,,Amapá,De transmissão feco-oral,59.3
1376,,,Tansmitidas por inseto vetor,43.4
1377,,,Transmitidas através do contato com a água,3.5
1378,,,Relacionadas com a higiene,0.1
1379,,,Geo-helmintos e teníases,1.2
1380,,Tocantins,De transmissão feco-oral,117.1
1381,,,Tansmitidas por inseto vetor,48.6
1382,,,Transmitidas através do contato com a água,0.1
1383,,,Relacionadas com a higiene,0.1
1384,,,Geo-helmintos e teníases,0.2
1385,,Maranhão,De transmissão feco-oral,608.1
1386,,,Tansmitidas por inseto vetor,64.0
1387,,,Transmitidas através do contato com a água,0.1
1388,,,Relacionadas com a higiene,0.2
1389,,,Geo-helmintos e teníases,1.0
1390,,Piauí,De transmissão feco-oral,425.1
1391,,,Tansmitidas por inseto vetor,50.3
1392,,,Transmitidas através do contato com a água,0.2
1393,,,Relacionadas com a higiene,1.5
1394,,,Geo-helmintos e teníases,0.5
1395,,Ceará,De transmissão feco-oral,146.6
1396,,,Tansmitidas por inseto vetor,79.3
1397,,,Transmitidas através do contato com a água,0.5
1398,,,Relacionadas com a higiene,0.1
1399,,,Geo-helmintos e teníases,0.9
1400,,Rio Grande do Norte,De transmissão feco-oral,155.8
1401,,,Tansmitidas por inseto vetor,18.2
1402,,,Transmitidas através do contato com a água,0.3
1403,,,Relacionadas com a higiene,0.0
1404,,,Geo-helmintos e teníases,0.5
1405,,Paraíba,De transmissão feco-oral,200.6
1406,,,Tansmitidas por inseto vetor,24.3
1407,,,Transmitidas através do contato com a água,0.3
1408,,,Relacionadas com a higiene,0.1
1409,,,Geo-helmintos e teníases,0.4
1410,,Pernambuco,De transmissão feco-oral,86.3
1411,,,Tansmitidas por inseto vetor,18.8
1412,,,Transmitidas através do contato com a água,1.9
1413,,,Relacionadas com a higiene,0.2
1414,,,Geo-helmintos e teníases,0.4
1415,,Alagoas,De transmissão feco-oral,143.2
1416,,,Tansmitidas por inseto vetor,37.3
1417,,,Transmitidas através do contato com a água,0.5
1418,,,Relacionadas com a higiene,0.1
1419,,,Geo-helmintos e teníases,0.2
1420,,Sergipe,De transmissão feco-oral,51.0
1421,,,Tansmitidas por inseto vetor,12.7
1422,,,Transmitidas através do contato com a água,1.3
1423,,,Relacionadas com a higiene,0.6
1424,,,Geo-helmintos e teníases,0.4
1425,,Bahia,De transmissão feco-oral,214.6
1426,,,Tansmitidas por inseto vetor,55.2
1427,,,Transmitidas através do contato com a água,1.0
1428,,,Relacionadas com a higiene,0.4
1429,,,Geo-helmintos e teníases,0.5
1430,,Minas Gerais,De transmissão feco-oral,77.4
1431,,,Tansmitidas por inseto vetor,30.6
1432,,,Transmitidas através do contato com a água,0.5
1433,,,Relacionadas com a higiene,0.1
1434,,,Geo-helmintos e teníases,0.3
1435,,Espírito Santo,De transmissão feco-oral,97.5
1436,,,Tansmitidas por inseto vetor,46.6
1437,,,Transmitidas através do contato com a água,0.8
1438,,,Relacionadas com a higiene,0.3
1439,,,Geo-helmintos e teníases,0.4
1440,,Rio de Janeiro,De transmissão feco-oral,24.8
1441,,,Tansmitidas por inseto vetor,15.6
1442,,,Transmitidas através do contato com a água,0.7
1443,,,Relacionadas com a higiene,0.1
1444,,,Geo-helmintos e teníases,0.3
1445,,São Paulo,De transmissão feco-oral,41.1
1446,,,Tansmitidas por inseto vetor,33.9
1447,,,Transmitidas através do contato com a água,0.9
1448,,,Relacionadas com a higiene,0.2
1449,,,Geo-helmintos e teníases,0.4
1450,,Paraná,De transmissão feco-oral,111.5
1451,,,Tansmitidas por inseto vetor,25.5
1452,,,Transmitidas através do contato com a água,1.6
1453,,,Relacionadas com a higiene,0.1
1454,,,Geo-helmintos e teníases,0.3
1455,,Santa Catarina,De transmissão feco-oral,93.5
1456,,,Tansmitidas por inseto vetor,2.1
1457,,,Transmitidas através do contato com a água,5.0
1458,,,Relacionadas com a higiene,0.0
1459,,,Geo-helmintos e teníases,0.3
1460,,Rio Grande do Sul,De transmissão feco-oral,87.8
1461,,,Tansmitidas por inseto vetor,1.8
1462,,,Transmitidas através do contato com a água,4.4
1463,,,Relacionadas com a higiene,0.1
1464,,,Geo-helmintos e teníases,0.7
1465,,Mato Grosso do Sul,De transmissão feco-oral,121.9
1466,,,Tansmitidas por inseto vetor,89.6
1467,,,Transmitidas através do contato com a água,0.2
1468,,,Relacionadas com a higiene,0.0
1469,,,Geo-helmintos e teníases,0.3
1470,,Mato Grosso,De transmissão feco-oral,127.1
1471,,,Tansmitidas por inseto vetor,30.7
1472,,,Transmitidas através do contato com a água,0.1
1473,,,Relacionadas com a higiene,0.0
1474,,,Geo-helmintos e teníases,0.1
1475,,Goiás,De transmissão feco-oral,117.9
1476,,,Tansmitidas por inseto vetor,144.6
1477,,,Transmitidas através do contato com a água,0.1
1478,,,Relacionadas com a higiene,0.1
1479,,,Geo-helmintos e teníases,0.2
1480,,Distrito Federal,De transmissão feco-oral,36.5
1481,,,Tansmitidas por inseto vetor,18.6
1482,,,Transmitidas através do contato com a água,0.3
1483,,,Relacionadas com a higiene,0.3
1484,,,Geo-helmintos e teníases,0.5
